model,dataset,filenames,domain,predicted_class,true_class
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/334.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/335.wav,synthetic,Vacuum_cleaner,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/336.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/338.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/34.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/342.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/345.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/346.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/347.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/348.wav,synthetic,Dishes,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/349.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/350.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/353.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/357.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/361.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/362.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/369.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/372.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/373.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/374.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/376.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/377.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/378.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/38.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/380.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/383.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/386.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/387.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/388.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/389.wav,synthetic,Frying,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/390.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/391.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/394.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/398.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/399.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/4.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/40.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/400.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/404.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/405.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/407.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/408.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/410.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/412.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/413.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/416.wav,synthetic,Running_water,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/417.wav,synthetic,Running_water,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/418.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/419.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/42.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/425.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/427.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/429.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/43.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/434.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/435.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/442.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/443.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/444.wav,synthetic,Running_water,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/446.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/448.wav,synthetic,Frying,Frying
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/449.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/45.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/450.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/455.wav,synthetic,Electric_shaver_toothbrush,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/456.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/458.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/460.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/465.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/467.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/469.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/47.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/470.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/471.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/474.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/475.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/476.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/477.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/478.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/479.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/48.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/480.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/481.wav,synthetic,Frying,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/482.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/483.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/485.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/486.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/488.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/49.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/491.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/492.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/493.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/499.wav,synthetic,Vacuum_cleaner,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/502.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/504.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/505.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/506.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/507.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/508.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/511.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/513.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/514.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/515.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/517.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/519.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/521.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/524.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/525.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/529.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/530.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/531.wav,synthetic,Running_water,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/532.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/533.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/536.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/538.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/539.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/543.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/545.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/546.wav,synthetic,Dishes,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/547.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/548.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/549.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/55.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/550.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/551.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/552.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/553.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/555.wav,synthetic,Running_water,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/556.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/557.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/558.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/560.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/564.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/566.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/569.wav,synthetic,Dog,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/570.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/572.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/575.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/580.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/585.wav,synthetic,Speech,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/586.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/587.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/594.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/598.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/599.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/60.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/601.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/604.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/605.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/612.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/613.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/615.wav,synthetic,Speech,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/617.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/618.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/619.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/62.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/621.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/623.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/625.wav,synthetic,Speech,Frying
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/626.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/627.wav,synthetic,Frying,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/629.wav,synthetic,Vacuum_cleaner,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/630.wav,synthetic,Dog,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/631.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/633.wav,synthetic,Speech,Dog
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/634.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/636.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/637.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/638.wav,synthetic,Speech,Running_water
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/639.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/64.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/640.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/641.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/642.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/643.wav,synthetic,Speech,Electric_shaver_toothbrush
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/648.wav,synthetic,Speech,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/650.wav,synthetic,Cat,Cat
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/653.wav,synthetic,Speech,Speech
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/654.wav,synthetic,Speech,Alarm_bell_ringing
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/655.wav,synthetic,Frying,Dishes
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/656.wav,synthetic,Blender,Blender
cmt_neg,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/658.wav,synthetic,Speech,Electric_shaver_toothbrush
